Molecule,Molecule name
O1c2c(O)ccc3c2[C@@]45[C@@H]1c6n(c7[C@@H]8Oc9c(O)ccc%10c9[C@@]8%11CCN([C@@H]([C@@]%11(Cc7c6C[C@@]4(O)[C@H](N(CC%12CC%12)CC5)C3)O)C%10)CC%13CC%13)C,C41H45N3O6
O=C(OCC)[C@]1(c2ccccc2)[C@@H](N)C=CCC1,C15H19NO2
O=c1n([nH]c2c1cnc3c2cccc3)-c4ccccc4,C16H11N3O
Oc1nc2c(cccc2)c3n1nc(-c4ccccc4)n3,C15H10N4O
O=C(N1CCCC1)C(c2ccccc2)(c3ccccc3)CCN4CCOCC4,C24H30N2O2
O=C(C(c1ccccc1)(c2ccccc2)C[C@@H](N(C)C)C)CC,C21H27NO
O=C(Oc1c2O[C@H]3[C@@H](OC(=O)C)C=C[C@@H]4[C@]53c2c(C[C@H]4N(CC=C)CC5)cc1)C,C23H25NO5
O=C(Nc1n(nc(c1)-c2ccccc2)-c3ccccc3)C(N(C)C)C,C20H22N4O
O1c2c(OC)ccc3c2[C@@]45[C@@H]1[C@H](O)CC[C@H]4[C@H](N(C)CC5)C3,C18H23NO3
O=C([C@@H]1[C@]2(OC)C=C[C@@]3(C1)[C@@H]4N(C)CC[C@@]53[C@H]2Oc6c(OC)ccc(c56)C4)C,C23H27NO4
Oc1cc(ccc1)[C@]2([C@H](CN(CC[C@H](O)C3CCCCC3)CC2)C)C,C22H35NO2
O=C(N[C@H](C(=O)N[C@H](C(=O)O)[C@H](O)C)Cc1ccccc1)[C@H]2N(C(=O)[C@@H](N)Cc3ccc(O)cc3)CCC2,C27H34N4O7
O=C(O)CNC(=O)C,C4H7NO3
O(c1c(O)c(O)cc(c1)CC=C)c2ccc(CC=C)cc2,C18H18O3
[O+](O)=[N-],HNO2
O=C(c1ccc(CC)cc1)C(CN2CCCC2)C,C16H23NO
O=Cc1c(O)ccc(c1)OC,C8H8O3
O(c1c(OC)ccc2c1c[n+]3CCc4c(-c3c2C)cc(OC)c(c4)O)C,C21H22NO4
O1c2c(cc3C[C@@H]4N(CCc5c4c(-c3c2)c(O)c(OC)c5)C)OC1,C19H19NO4
O=C(N1CCN(c2nc(N)c3cc(OC)c(cc3n2)OC)CC1)C(OC)C,C18H25N5O4
O=C(N1CCN(c2nc(N)c3cc(OC)c(cc3n2)OC)CC1)CC(O)C,C18H25N5O4
O=c1n(c(=O)c2ccccc2[nH]1)CCCN3CCN(c4ccccc4)CC3,C21H24N4O2
O1c2c(O[C@@H]([C@H]1c3ccccc3)CNCCOc4c(OC)cccc4OC)cccc2,C25H27NO5
O(c1c(OC)cc2c(nc(nc2c1)N3CCN(CC=C)CC3)N)C,C17H23N5O2
n1nc(CCN2CCN(c3ccccc3)CC2)n[nH]1,C13H18N6
O(c1c(cccc1)C2C3CC(C2)CC3)CC(O)CNC(C)C,C19H29NO2
O=C1Nc2c(cc(C(O)CNC(CCc3ccccc3)(C)C)cc2)CC1,C22H28N2O2
O=c1oc2c(OCC(O)CNC(C)(C)C)ccc(c2cc1)C,C17H23NO4
O1C(CCC1)COc2c(OCC(O)CNC(C)(C)C)cccc2,C18H29NO4
O(c1c(C#N)cccc1)CC(O)CNC(C)(C)C,C14H20N2O2
OC(c1cc2c(CCCC2)cc1)CNC(CC)C,C16H25NO
O=C(NC)COc1c(OCC(O)CNC(C)(C)C)cccc1,C16H26N2O4
O(c1ccc(OCCOCC2CC2)cc1)CC(O)CNC(C)C,C18H29NO4
O=C(c1c(OCC(O)CNC(CC)(C)C)cccc1)CCc2ccccc2,C23H31NO3
O(c1c(cccc1)C2CCCCC2)CC(O)CNC(C)C,C18H29NO2
O(/N=C(/C1CC1)\C)CC(O)CNC(C)(C)C,C12H24N2O2
O(c1c2c(ccc1)CC=C2)CC(O)CNC(C)C,C15H21NO2
O(c1c(OC)cccc1)C[C@@H](O)CNC(C)C,C13H21NO3
O(c1c(OC)cccc1)CC(O)CNC(C)C,C13H21NO3
O(c1c2c(ccc1)cccc2)CC(O)C/C(=N/O)/N,C14H16N2O3
O=[N+]([O-])c1ccc(C(O)CNC(C)C)cc1,C11H16N2O3
O=[N+](OC1COc2c(OCC(O)CNC(C)C)cccc2C1)[O-],C15H22N2O6
O(c1ccc(/C(=C/C#N)/C)cc1)CC(O)CNCCc2cc(OC)c(OC)cc2,C23H28N2O4
O=C(NC(C)C)NCCc1ccc(OCC(O)CNC(C)C)cc1,C18H31N3O3
O=C(OC)NCCc1ccc(OCC(O)CNC(C)C)cc1,C16H26N2O4
O(c1c(OCC(O)CNC(C)(C)C)cccc1)CC#C,C16H23NO3
O=c1n(cc(C)c([nH]1)=O)CCNCC(O)COc2c(cccc2)C,C17H23N3O4
O=C(Nc1ccc(OCC(O)CNC(C)C)cc1)c2ccc(OC)cc2,C20H26N2O4
O=CN1Cc2c(c(OCC(O)CNC(C)(C)C)ccc2)CC1,C17H26N2O3
O=C1c2c(c(OCC(O)CNC(C)(C)C)ccc2)CC13CCCCC3,C21H31NO3
O=C(N)c1ccc(OCCNCC(O)COc2c(cccc2)C)cc1,C19H24N2O4
O(c1cc(ccc1)C)CC(O)CNC(C)C,C13H21NO2
O(c1c(O)cc2[C@@H](NCCc2c1)Cc3ccc(O)cc3)C,C17H19NO3
[N+]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@H](C[C@@H]([N+]5(CCCC5)C)CC4)CC3)C)CC2)CCC1)C)(C)C,C26H48N2
O1c2c(cc3c[n+]4CCc5c4c(c3c2)cc(O)c5)OC1,C16H12NO3
o1ncc2c1C(C3=CC[C@@H]4[C@@H]([C@]3(C2)C)CC[C@]5([C@H]4CC[C@@]5(O)C)C)(C)C,C23H33NO2
O=C1C=C2C(C3CCC4(C(C3C2)CCC4(O)C)C)(C)CC1,C19H28O2
O=C1C=C2C(C3C(C4C(C=CC4)(C)CC3)CC2)(C)C(C1)C,C20H28O
O1[C@]23[C@@]([C@@H]4[C@H]([C@H]5[C@]([C@](O)(C)CC5)(C)CC4)CC2)(CC(=C([C@@]13C)O)C#N)C,C22H31NO3
O=C1C(=C2C(C3C(C(O)CC3)(C)CC2)CC1)CC,C16H24O2
O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)C(C4)(C)C)(C)CC3)CC2)CC1,C20H30O2
O=C1C=C2[C@]([C@H]3[C@H](O)CC=4C(C)(C)CCC4[C@@H]3CC2)(C)CC1,C20H28O2
O=C1C=C2C(C3C(C4C(C(O)C(C4)CC)(C)CC3)CC2)CC1,C20H30O2
O(C1=CC2=CC[C@H]3[C@H]4[C@]([C@](O)(C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1)C5CCCC5,C25H38O2
O=C1CC2C(C3C(C4C(C(O)(CCC)CC4)(C)CC3)CC2)(C)C(C1)C,C23H38O2
O=C1C=C2C(C3C(C4C(C(O)(CCC)CC4)(C)CC3)CC2)(C)CC1,C22H34O2
n1c(nc2ccccc2c1NC(c3ccccc3)c4ccccc4)-c5ccccc5,C27H21N3
O=C(/C=C/c1ccc(O)cc1)/C=C/C=C/c2ccc(O)cc2,C19H16O3
O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@]5(OC(=O)CC5)CC4)(C)CC3)[C@H]6[C@@H]2C6)(C)CC1,C23H30O3
O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@]5(OC(=O)CC5)CC4)(C)CC3)[C@@H](C2)C(=O)OC)(C)CC1,C24H32O5
O=C(O[C@H]1C=C2C(=CO[C@H]([C@@H]2[C@]13OC3)OC(=O)CC(C)C)COC(=O)C)CC(OC(=O)C)(C)C,C24H32O10
O=C1C=C(C(=O)O)OC1(c2ccccc2)C,C12H10O4
O1c2c(C(C)=C([C@@H]1c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5)ccc(c2)O,C29H31NO4
O=C(N/N=C/c1c(OCC(=O)O)cccc1)c2ccncc2,C15H13N3O4
O=c1c2c(n(C)c3c1cccc3)c4c(OC(C)(C)C=C4)cc2OC,C20H19NO3
O=C1N=C(N2CCCC[C@@H]2[C@]1(c3ccccc3)CCN(C(C)C)C(C)C)C,C23H35N3O
O=C(O)/C=C/c1ccc(-c2cc(c(O)cc2)C34C[C@H]5C[C@@H](C3)C[C@@H](C4)C5)cc1,C25H26O3
O=C(NCCO)CCCCCCCC(=O)NCCO,C13H26N2O4
O=C1Nc2cc3[nH]c(-c4ccncc4)nc3cc2C1(C)C,C16H14N4O
O=C(OCCN(CC)CC)C(c1ccccc1)c2ccccc2,C20H25NO2
O(c1c(N(C)C)c(OC)cc(c1)Cc2c(nc(N)nc2)N)C,C15H21N5O2
O=C1c2[nH]cc(c2C34C(C3)CN(C4=C1)C(=O)c5[nH]c6ccc(cc6c5)NC(=O)c7oc8ccccc8c7)C,C30H22N4O4
O=c1n(c2c(cccc2)c(c3c1cccc3NC(=O)C)=O)C,C17H14N2O3
ON=C(C)C,C3H7NO
O=C(O)CC[C@H]([C@@H]1[C@@]2([C@H]([C@@H]3[C@H](O)[C@@H]([C@@H]4C[C@H](O)CC[C@@]4([C@H]3CC2)C)CC)CC1)C)C,C26H44O4
O=C(O)c1ccc(/C=C/c2c(cc3C(CCC(c3c2)(C)C)(C)C)Cn4nccc4)cc1,C27H30N2O2
OCC1CCC(C)CC1,C8H16O
O=C(O)c1c(O)cc(OC)cc1CC(N)C(=O)O,C11H13NO6
O=C(N[C@H](CO)C)[C@H]1C=C2c3c4c([nH]cc4C[C@H]2N(C1)C)ccc3,C19H23N3O2
[C@]12([C@@H]3[C@H]([C@H]4[C@]([C@@H]([C@@H](CC[C@@H](C(C)C)C)C)CC4)(C)CC3)CCC1CCCC2)C,C28H50
[C@]12([C@@H]3[C@H]([C@H]4[C@]([C@@H]([C@@H](CC[C@@H](C(C)C)C)C)CC4)(C)CC3)CC[C@H]1CCCC2)C,C28H50
O1c2c(cc(O)c(c2C)C)CC[C@]1(CC/C=C(\CC/C=C(\CCC=C(C)C)/C)/C)C,C28H42O2
O=C(N[C@@H](C(=O)N[C@@H](NC=O)Cc1c2c(cccc2)[nH]c1)Cc3c4c(cccc4)[nH]c3)C(N)(C)C,C26H30N6O3
O=[N+]([O-])/C=C/c1ccccc1,C8H7NO2
OCC(C(=C)C)CC=C(C)C,C10H18O
OC[C@@H](C(=C)C)CC=C(C)C,C10H18O
OC[C@H](C(=C)C)CC=C(C)C,C10H18O
O(c1c(C#N)cc(OC)c(c1)CCNCc2c(OC)cccc2)C,C19H22N2O3
N1([C@H]2[C@]3(c4c5c(ccc4)[nH]cc5C2)C[C@@]3(C1)C)C,C16H18N2
N1([C@H]2C(c3c4c(ccc3)[nH]cc4C2)=CC(C1)=C)C,C16H16N2
O(c1nccnc1CC(C)C)C,C9H14N2O
Oc1cc2c3c(ccc2)CC(Cc3c1)N(CCC)CCC,C19H25NO
N(\C(=N\CC(CCCC)CC)\N)=C(\NCCCCCCN/C(=N/C(=N\CC(CCCC)CC)/N)/N)/N,C26H56N10
O=C(OC)CCC/C=C\C[C@@H]1[C@@H](C#C[C@@H](O)CCC2CCCCC2)[C@H](O)C[C@@H]1O,C24H38O5
O=C(C1CCCCC1)CCN[C@H]([C@H](O)c2ccccc2)C,C18H27NO2
O=c1n(c(=O)c2[nH]cnc2n1C)CCCCC(O)(C)C,C13H20N4O3
O=C(OC)c1c(NC)c(OC)ccc1,C10H13NO3
O=C1C=C(C(=O)C2C1(C3C(=O)C(C(C)C)=CC(C23C)=O)C)C(C)C,C20H24O4
O[C@@H](C(=C)C)[C@@H]1c2c3c([nH]cc3C[C@H]1NC)ccc2,C16H20N2O
O=C1c2c(O)c(c(O)cc2C(=O)c3c1cccc3)C,C15H10O4
O(c1c(O)c(OC)cc(c1)C=C)C,C10H12O3
O=C1N(C(=O)C=C1)C,C5H5NO2
OC(C=C)(CC[C@]1([C@H]2C(=CC[C@@H]1C)C(CCC2)(C)C)C)C,C20H34O
O1c2c(cc(O)cc2)C=C[C@]1(OC)C,C11H12O3
O=C1C2=C(C(=O)C[C@@H]3[C@@]2(CCC([C@H]3C)=O)C)[C@@H]4CC[C@@H]([C@]4(C1)C)[C@@H](CCC(=C)C(C(=O)O)C)C,C29H40O5
O=C1O[C@@](C#Cc2c(OC)cc(OC)c(c2C)OC)(C)[C@@](O1)(C#Cc3c(OC)cc(OC)c(c3C)OC)C,C29H32O9
O=C(OCc1ccc(O)cc1)C(O)(CC(=O)OCc2ccc(O)cc2)CC(C)C,C22H26O7
O=C1C=2C(=CC=3[C@@]1(OC(=O)C3/C(/O)=C\C(=O)/C=C/C=C/C=C/C)C)C[C@@H](CO)OC2,C23H22O7
O=NN(C(=O)NC1OCC(O)C(C1O)O)C,C7H13N3O6
O=C1C=C(C(=O)O)C2c3c(C(=O)O)cc(c(c3OC1(O)C2(O)O)O)O,C14H10O11
O=C1O[C@@H]2[C@H]3OC(=O)c4c5c(O[C@@]6([C@H]5[C@@]7(C(O[C@@H]2[C@@H](COC(c8c(-c9c1cc(Oc%10c(O)c(O)c(O)cc%10C(=O)O)c(c9O)O)c(O)c(O)c(O)c8)=O)O[C@H]3OC(=O)c%11cc(O)c(O)c(c%11)O)=O)[C@]%12(O[C@]6(O)C(C7)=O)C(=O)O[C@H]%13[C@@]%12(OC[C@@H]%13O)O)O)c(O)c(c4)O,C54H38O37
O(c1c(OC)cc2c[n+](C)c3c(c2c1)ccc4c3cc(OC)c(c4)O)C,C21H20NO4
O=c1oc(cc2c1C3(OC(C)=CC3=O)C(c4cc(O)c(O)cc4)O2)/C=C/c5cc(O)c(O)cc5,C25H18O9
O=C(OC(OC(=O)C)C)C,C6H10O4
O=C(N)c1c[n+](ccc1)[C@@H]2O[C@H](CO)[C@H]([C@H]2O)O,C11H15N2O5
O=[N+]([O-])c1c(OC)cc(CCNCc2c(OC)cccc2)c(c1)OC,C18H22N2O5
O=C([C@]1([C@@H](CC=2CCCC(C2C1)(C)C)C)C)C,C16H26O
O1c2c(ccc(c2)O[C@H]3OC[C@H]4[C@@H]3CO[C@@H]4c5cc6OCOc6cc5)OC1,C20H18O7
O=C1[C@]2(OC[C@@H]1[C@@H](c3cc4OCOc4cc3)OC2)c5cc6OCOc6cc5,C20H16O7
O1C(c2cc(OC)c(OC)cc2)C3COC(C3(C1)O)c4cc(OC)c(OC)cc4,C22H26O7
O=C1O[C@@H](C[C@H](C1)O)CC[C@@H]2[C@@H]3C(C=C[C@@H]2C)=C[C@H](C)C[C@@H]3O,C19H28O4
O=c1c(OC2OC(CO)C(C2O)O)c(oc3c1c(O)cc(c3)O)-c4ccc(O)cc4,C20H18O10
O=C1c2c(O[C@@H]([C@H]1O[C@@H]3O[C@@H]([C@@H](O)[C@@H]([C@H]3O)O)COC(=O)c4cc(O)c(O)c(c4)O)c5cc(O)c(O)cc5)cc(O)cc2O,C28H26O16
O=C(Nc1ccccc1)CC(=O)C,C10H11NO2
[o+]1c(c(O[C@@H]2O[C@@H]([C@@H](O)[C@@H]([C@H]2O)O)CO)cc3c1cc(O)cc3O)-c4ccc(O)cc4,C21H21O10
O=C1NC(=O)[C@H]([C@@H]1c2c3c4c(ccc3)CCCn4c2)c5c6c(cccc6)[nH]c5,C23H19N3O2
OCC[C@H]1N(c2nc3n(ncc3CC)c(c2)NCc4c[n+]([O-])ccc4)CCCC1,C21H28N6O2
O=C(C(CC)C)C,C6H12O
O=c1c2c(oc(c1)-c3cc(O)c(O)cc3)cc(O[C@@H]4O[C@@H]([C@@H](O)[C@@H]([C@H]4O[C@@H]5O[C@H]([C@H](O)[C@H]([C@H]5O)O)C)O)CO)cc2O,C27H30O15
N#Cc1nccc(c1)-c2n[nH]c(n2)-c3ccncc3,C13H8N6
O=C(C#Cc1c(OC)cc(OC)c(c1C)OC)C,C14H16O4
O=C(O)c1c(c(O)c(O)c(c1-c2c(O)c(O)c(O)cc2C(=O)O)O)-c3c(O)c(O)c(O)cc3C(=O)O,C21H14O15
O=C(c1cc(c2OCOc2c1)C)C(NCC)C,C13H17NO3
O=C(OCc1ccccc1)/C=C/c2ccccc2,C16H14O2
O=C(OC)/C(=C/OC)/[C@@H]([C@@H](OC)/C=C/c1ccccc1)C,C17H22O4
O(c1c(cc(OC)c(c1)CC)CCNCc2c(OC)cccc2)C,C20H27NO3
O(c1c(cc(OC)c(c1)CCC)CCNCc2c(OC)cccc2)C,C21H29NO3
O=C1N2[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(N[C@H]1[C@H](CC)C)=O)Cc3c4c(cccc4)n(c3)OC)CCCCCC(=O)CC)CCCC2,C34H49N5O6
O=C(OC(C=C)CCCCC)C,C10H18O2
O=C(OCC(C(=C)C)CC=C(C)C)C,C12H20O2
O1[C@@H](Oc2ccc(/C=C/c3cc(O)cc(c3)O)cc2)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O,C20H22O8
O=C(O)\C(\O)=C/C=C\C=O,C6H6O4
O=C(O)C(=O)CC=C,C5H6O3
O=C(O)C(=O)CC(O)C,C5H8O4
[nH]1cc2CC=CCc2c1,C8H9N
O=[N+]([O-])c1c(ncnc1N)N[C@@H]2O[C@H](CO)[C@H]([C@H]2O)O,C9H13N5O6
O=C[C@H](O)[C@@H](OC)[C@@H](O)[C@H](O)C,C7H14O5
O=C(OC)[C@@H]1[C@@H](O)/C(=C\C(=O)CCCCCCCCCCCCCCCC)/N([C@H]1CCC)CCc2ccc(O)cc2,C35H57NO5
O=C1[C@@]2(C(=C)[C@](C[C@@H]3[C@@]2(CC=C4[C@]3([C@H](O)CC(C4(C)C)=O)C)C)(C)C([C@@]1(O)C)=O)C(=O)OC,C26H34O7
N1([C@H]2[C@@H](c3c4c(ccc3)[nH]c(c4C2)C(C=C)(C)C)C[C@H](C1)C)C,C21H28N2
O=C(NC(NC(=O)N)C(C)C)N,C6H14N4O2
O[C@H]1[C@@H]2N(CC=C2CO)CC1,C8H13NO2
O1C(=NC(C1c2ccc(C)cc2)C)N,C11H14N2O
O(c1c(O)ccc(c1)CN)C,C8H11NO2
O=[N+]([O-])c1c2c3c4c(C(=O)c5c(-c4c1)cccc5)ccc3c6ccc7c8c6c2ccc8-c9ccccc9C7=O,C34H15NO4
O=C1c2c3c4c(c5c6c7c(-c8c(cccc8)C(c7ccc6c4cc2)=O)cc5OC)c(OC)cc3-c9c1cccc9,C36H20O4
O=c1c2c3c(nc4ccc5c6c4c3c(nc6c7c(cccc7)c5=O)cc2)c8c1cccc8,C28H12N2O2
O=C1NC(=O)c2ccc3c4c2c1ccc4-c5c6c7c(C(=O)NC(C7C=CC36)=O)cc5,C24H12N2O4
O=C(O)[C@@H](NC(=O)[C@@H]([C@@H](OC)[C@H]1N(C(=O)C[C@@H](OC)[C@@H](N(C(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)C(C)C)C)[C@H](CC)C)CCC1)C)Cc2ccccc2,C39H65N5O8
O=C(O)C(c1ccccc1)C2NCCCC2,C13H17NO2
O=C1[C@@H]2[C@@]([C@H]3C[C@@H]4[C@H]([C@@H]3C1)CC[C@@H]5[C@H]4CN6C[C@@H](C)CC[C@H]6[C@]5(O)C)(CC[C@@H](C2)O)C,C27H43NO3
O=[N+]([O-])c1ccc(C(=O)OCC(CN(CC)CC)(C)C)cc1,C16H24N2O4
O=C1c2c3c4c(c5c6c7c(C(=O)c8ccccc8-c7ccc6c4ccc3-c9c1cccc9)cc5)cc2,C34H16O2
O=C(O)[C@@H](N)[C@@H](C(=O)O)C,C5H9NO4
O=C1NC[C@H](CCC=CC=C(CC(=CC[C@@H]([C@H](C=CC=C1)C)O[C@@H]2O[C@@H]([C@@H](NC)[C@H](C2)O)C)C)C)C,C30H48N2O4
O=C1N2[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(N[C@@H](C(N[C@H](C(N3[C@H](C(N[C@H]([C@@H]1NC(=O)[C@@H](NC(=O)C/C=C\CCCCCCCC(C)C)CC(=O)N)C)=O)CCC3)=O)C(C)C)=O)[C@H](N)C)=O)CC(=O)O)CC(=O)O)[C@@H](C(=O)O)C)CCCC2,C59H94N14O19
O=C(O)[C@@H](N)CN,C3H8N2O2
O=c1c(C(=O)O)cn(C2CC2)c3c1ccc(c3C)-c4cnc(NC)c(c4)C,C21H21N3O3
O=C(NCc1cc(OC)c(OCC(O)CNC(C)C)cc1)CCCCCCCC,C23H40N2O4
O=C(OC(C)C)c1[nH]c2cccc(c2c1)OCC(O)CNC(C)(C)C,C19H28N2O4
O=C(OC)/C=C/c1c(OCC(O)CNC(C)C)cccc1,C16H23NO4
O(c1ccccc1)CC(O)CNCCNc2c(nn(c2C)C)C,C17H26N4O2
O=c1n(c(-c2ccc(OCC(O)CNC(C)(C)C)cc2)cc3c1cc(OC)cc3)C,C24H30N2O4
O=C(Nc1cc(c(OCC(O)CNCCc2cc(OC)c(OC)cc2)cc1)-c3oncc3)CCC,C26H33N3O6
O(c1c(OC)cc(CC=C)cc1)CC(O)CNCCOc2c(OC)cccc2,C22H29NO5
O=C1Nc2c(O)ccc(c2CC1)OCC(O)CNC(C)(C)C,C16H24N2O4
O(c1c2c(ccc1)CCC=C2)CC(O)CNC(C)C,C16H23NO2
O=c1c2c(oc(c1)C)c(OCC(O)CNC(C)C)c3OCCc3c2O,C18H23NO6
O=C(O)C1N(C(=O)C(c2ccccc2)c3ccccc3)Cc4ccc(c(c4C1)OCc5ccccc5)OC,C32H29NO5
O=C(O)C(O)CC(C)C,C6H12O3
O=C(c1cc(ccc1)C)C(NC)C,C11H15NO
O=C(OC[C@H]1[C@@H]2N(CCC2)CC1)/C=C/c3ccc(O)cc3,C17H21NO3
o1nc(C)cc1/C=C/c2c(OCC(O)CNC(C)(C)C)cccc2,C19H26N2O3
O=c1c2c(c(O)c(OC)c(c2)C(C)C)cc3c(c1)C(C(=O)C=C3)(C)C,C21H22O4
O=C(Nc1onc(c1)C(CC)(CC)C)c2c(OC)cccc2OC,C18H24N2O4
O=C(O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,C37H74O2
O=C(OCC1=C[C@@H](O)[C@H]2[C@@H]1[C@@H](OC=C2)O[C@@H]3O[C@@H]([C@@H](O)[C@@H]([C@H]3O)O)CO)c4ccc(O)cc4,C22H26O11
O=C(N[C@H]([C@H](O)/C=C/CCCCCCCCCCCCC)CO[C@@H]1O[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@@H]([C@H]2O)O[C@H]3O[C@@H]([C@H](O)[C@@H]([C@H]3O)O)CO)CO)[C@@H]([C@H]1O)O)CO)C,C38H69NO18
O=C(O)c1ccc(OC2OC(C(O)C(C2O)O)CO)cc1,C13H16O8
N(CC)(C)C,C4H11N
O=c1nc(N)ccn1C2OC(N=[N+]=[N-])(COC(=O)C(C)C)C(C2OC(=O)C(C)C)OC(=O)C(C)C,C21H30N6O8
O=C1O[C@H]2[C@H](O)[C@@H](O)[C@H](OC(=O)c3cc(O)c(O)c(c3)O)O[C@@H]2COC(c4c(-c5c1cc(O)c(c5O)O)c(O)c(O)c(O)c4)=O,C27H22O18
O=C(c1c(OC)cc(OC)cc1O)C,C10H12O4
O1c2c(c(O[C@@H]3O[C@@H]([C@@H](O)[C@@H]([C@H]3O)O)CO)cc(c2)O)C[C@@H]([C@H]1c4cc(O)c(O)cc4)O,C21H24O11
O=C1Cc2c(cccc2)CC1,C10H10O
O=C1c2c(cccc2)CCC1,C10H10O
O1c2ncccc2CC13C4CCN(C3)CC4,C13H16N2O
O=C(O)CC/C=C\C/C=C\C[C@@H](O)/C=C/C=C/C=C\[C@@H](O)C/C=C\CC,C22H32O4
O=C(O)/C=C/CCCCCCC(=O)O,C10H16O4
O=C1[C@H]([C@H](O)CC2CC(=O)NC(C2)=O)C[C@@](OC(=O)C)(C)C[C@@H]1C,C17H25NO6
O=c1oc2c(cc(OC)c(c2)O)c3c1n4c(c5c(cc(O)c(c5)OC)cc4)c3-c6cc(OC)c(O)cc6,C28H21NO8
O=C1Nc2c(-c3ccn4c3[C@@](CC1)(CCC4)CC)cccc2,C19H22N2O
O=C(OC)[C@@H](NC(=O)[C@@H](NCCCc1cc(O)c(OC)cc1)CC(=O)O)Cc2ccccc2,C24H30N2O7
O=C(OCCC(C)C)/C=C/c1ccc(OC)cc1,C15H20O3
O=[N+]([O-])c1ccc(/C=C(/C=C(/C=C(/C=C/2\CO[C@H](C2)c3oc(OC)c(C)c(c3C)=O)\C)\C)\C)cc1,C28H31NO6
O1C(O)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO[C@@H]2OC[C@H](O)[C@@H]([C@H]2O)O)O,C11H20O10
O=C(CCCCC)CC,C8H16O
O=C1c2c(ccc3c2CCC3=O)[C@]4([C@H](O)[C@H](OC)C(c5c4c1oc5)=O)C,C20H16O6
NCCc1c(cccc1)C,C9H13N
O=c1n2c(nc3c2cccc3)c4ccc5c6c4c1ccc6c7nc8ccccc8n7c5=O,C26H12N4O2
NCCc1cc(ccc1)C,C9H13N
O=c1c2c(oc(c1)-c3cc(Oc4ccc(-c5oc6c(c(O)cc(c6)O)c(c5)=O)cc4)c(O)cc3)cc(O)cc2O,C30H18O10
O(C(OCC)C)CC,C6H14O2
O=CC(=C)C1C(C=O)C(C)CC1,C10H14O2
O=C(O)C(O)c1ccc(O)cc1,C8H8O4
N(CC)C,C3H9N
O1c2c(cc3CN4[C@@H]5[C@](c3c2)(C=C[C@H](O)C5)[C@@H](O)C4)OC1,C16H17NO4
Nc1c(ccc(c1)N)C,C7H10N2
O=C(c1cc2OCOc2cc1)CC,C10H10O3
O(c1ccc(CO)cc1)C,C8H10O2
O[C@]1([C@@H]2[C@@H]([C@H](C)CC2)[C@@H]3C(C)(C)[C@@H]3CC1)C,C15H26O
O=C(OC1(C2(OC(C)CC2)C(CCC1)(C)C)C)C,C15H26O3
O=C(OCC)CCCCCCCCCCCCCCC,C18H36O2
O=C(c1oc(C)cc1)C,C7H8O2
O=C(c1nccnc1)C,C6H6N2O
O=C(O)CCCCCCCCCO,C10H20O3
O=c1oc2c(ccc(c2)O)c3c1cccc3,C13H8O3
O=C(O)c1nc2c(cc(O)cc2)c(c1)O,C10H7NO4
O1[C@H](OC)[C@H](O)[C@@H](O)[C@H]([C@H]1CO)O,C7H14O6
O=c1oc2c(OC)c(O[C@@H]3O[C@@H]([C@@H](O)[C@@H]([C@H]3O)O)CO)c(OC)cc2cc1,C17H20O10
o1c(-c2cc(O)cc(c2)O)c(-c3ccc(O)cc3)c4c1cc5O[C@H](c6ccc(O)cc6)[C@H](c5c4/C=C/c7cc(c(O)cc7)[C@H]8c9c%10c(O[C@@H]([C@H]%10c%11c([C@@H]8c%12ccc(O)cc%12)c(O)cc(O)c%11)c%13ccc(O)cc%13)cc(c9)O)c%14cc(O)cc(c%14)O,C70H50O15
Oc1cc(O)cc(c1)/C(=C\c2ccc(O)cc2)/[C@H](c3cc(O)cc(c3)O)[C@H](O)c4ccc(O)cc4,C28H24O7
O1c2c3c(cc(c2)O)C(O)C(c4ccc(O)cc4)c5c(C3C1c6ccc(O)cc6)cc(O)cc5O,C28H22O7
O(c1ccc(/C=C/c2cc(O)cc(c2)O)cc1)C,C15H14O3
O(c1c(ccc(c1)O)/C=C/c2cc(O)cc(c2)O)C,C15H14O4
O(c1c(OC)ccc(c1)/C=C/c2cc(O)cc(c2)O)C,C16H16O4
O1C(Oc2cc(O)cc(c2)C3c4c(cc(O)cc4OC3c5ccc(O)cc5)C6c7c(cc(O)cc7OC6c8ccc(O)cc8)/C=C/c9ccc(O)cc9)C(O)C(O)C(C1CO)O,C48H42O14
